,Gene,ENSEMBL_ID,Brum.HAP1.GTS,Brum.KBM7.GTS,Saba15.KBM7.cs,Saba15.KBM7.fdr,Saba15.K562.cs,Saba15.K562.fdr,Saba15.Jiyoye.cs,Saba15.Jiyoye.fdr,Saba15.Raji.cs,Saba15.Raji.fdr,Saba17.EOL1,Saba17.HEL,Saba17.MOLM13,Saba17.MonoMac1,Saba17.NB4.rep1,Saba17.NB4.rep2,Saba17.OCI.AML2,Saba17.OCI.AML3,Saba17.OCI.AML5,Saba17.P31.FUJ,Saba17.PL21,Saba17.SKM1,Saba17.TF1,Saba17.THP1,Weis16.csa.MW.pvalue,Weis16.csa.avg,Weis16.csi.MW.pvalue,Weis16.csi.avg,inactivating.mutation,deletion,down_reg_hema_cancer,CGC_tier,Tumour.Types.Somatic.,Tumour.Types.Germline.,Role.in.Cancer,Mutation.Types,GeneType,TSgene
273,CALU,ENSG00000128595,0.44,0.478036176,0.034,0.765523752,-0.09,0.961580247,0.07,0.930960346,0.064,0.869045145,-0.21,0.084,-0.226,-0.428,0.285,0.218,-0.115,-0.434,-0.137,-0.321,-0.218,-0.288,-0.766,-0.378,0.589886019,-0.004632197,0.386991267,-0.033842074,,,,0,NA,NA,NA,NA,NA,0
274,CARD11,ENSG00000198286,0.46,0.49840133,-0.05,0.643062718,-0.473,0.941388354,-0.194,0.783410848,-0.34,0.659275626,-0.326,-0.281,-0.576,-0.373,-0.432,-0.382,-0.272,-0.307,-0.386,-0.142,-0.661,-0.321,-0.374,-0.392,0.639828581,0.015223873,0.857970425,-0.111716568,,,,1,DLBCL,,oncogene,Mis,NA,0
275,CBLL1,ENSG00000105879,0.24,0.396226415,-0.868,0.012695915,-0.536,0.771874929,-0.763,0.604165479,-0.63,0.689525231,-0.618,-1.41,-1.658,-1.294,-0.35,-0.623,-0.778,-0.119,-0.624,-0.872,-0.24,-0.978,-1.066,-1.203,0.746524984,-0.007971372,0.002772385,-0.049802667,,,,0,NA,NA,NA,NA,NA,0
276,CCDC129,ENSG00000180347,0.49,0.416666667,0.081,0.879118389,0.306,0.188254158,0.348,0.40310534,0.225,0.508350198,0.125,0.133,0.162,-0.044,-0.118,-0.475,0.022,-0.19,0.248,0.526,-0.343,0.111,0.312,0.097,0.827448436,0.011870443,0.257085918,-0.013281216,,,,0,NA,NA,NA,NA,NA,0
277,CCDC71L,,NA,NA,-0.679,0.906219986,-2.117,0.072384288,-0.677,0.520697889,-0.702,0.548510326,-0.394,-0.948,-1.34,-0.647,-0.619,-0.316,-1.064,-1.074,-0.74,-1.369,-0.999,-0.62,-1.081,-0.504,0.024506915,0.026342572,0.137824399,-0.003528763,,,,0,NA,NA,NA,NA,NA,0
278,CCT6A,ENSG00000146731,0.18,0.040540541,-2.873,0.001863884,-2.882,0.006588042,-3.021,0.000322726,-1.773,0.091890376,-2.702,-3.255,-3.36,-2.528,-2.026,-3.435,-3.064,-2.413,-2.939,-2.412,-1.257,-2.86,-2.248,-3.36,0.406469,0.008883489,4.78E-08,-0.377836122,,,,0,NA,NA,NA,NA,NA,0
279,CCZ1,ENSG00000122674,0.49,0.484848485,0.126,0.350082871,-0.075,0.929300883,0.001,0.889571603,0.12,0.737162752,-0.492,-0.384,-0.637,-0.545,-1.184,-1.65,-0.911,0.2,-1.387,-0.025,-0.82,-0.335,-0.098,-0.168,0.942155722,-0.002800907,0.189185628,0.007794039,,,,0,NA,NA,NA,NA,NA,0
280,CDHR3,ENSG00000128536,0.5,0.470588235,-0.159,0.965232897,-0.575,0.630243591,0.217,0.717165985,-0.204,0.748314983,-0.184,-0.153,-0.459,-0.041,-0.259,-0.52,-0.445,0.435,-0.149,-0.446,0.092,-0.109,-0.602,-0.225,0.913735547,0.004290158,0.176370095,-0.006512271,,,,0,NA,NA,NA,NA,NA,0
281,CFTR,ENSG00000001626,0.51,0.479338843,-0.04,0.844791639,0.093,0.319947784,0.161,0.913376168,0.231,0.414519219,0.228,-0.107,0.394,-0.313,0.111,0.202,0.337,-0.248,0.262,-0.133,0.418,0.002,-0.871,0.14,0.631592357,0.001032898,0.065113313,0.023512276,,,,0,NA,NA,NA,NA,protein-coding,1
282,CHN2,ENSG00000106069,0.5,0.518987342,0.001,0.761808534,0.187,0.339308704,-0.305,0.698162327,-0.273,0.642400589,0.277,0.203,0.297,0.287,-0.179,-0.03,0.502,0.194,0.202,0.352,0.144,0.178,0.188,0.134,0.568028638,0.001024054,0.246602015,-0.002285811,,,,0,NA,NA,NA,NA,NA,0
283,CLIP2,ENSG00000106665,0.52,0.493816983,-0.14,0.913159304,-0.135,0.937888325,0.175,0.750318101,-0.208,0.696420442,0.404,-0.369,0.059,0.1,-0.021,-0.171,0.074,0.176,-0.609,-0.168,-0.151,-0.057,-0.686,0.091,0.845538236,0.004436532,0.437250145,-0.127736673,,,,0,NA,NA,NA,NA,NA,0
284,CNPY4,ENSG00000166997,0.48,0.553072626,-0.035,0.980061346,-0.313,0.671779467,-0.065,0.876094695,-0.075,0.935481122,-0.074,-0.43,-0.192,0.027,-0.013,-0.336,-0.13,0.008,-0.385,-0.161,-0.359,-0.283,-0.101,-0.01,0.331040668,0.007912358,0.12959895,0.053893697,,,,0,NA,NA,NA,NA,NA,0
285,CNTNAP2,ENSG00000174469,0.5,0.496563574,0.04,0.531963473,0.013,0.542603646,-0.014,0.955591779,0.148,0.669751354,-0.324,0.473,-0.742,-0.094,-0.236,-0.416,-0.222,-0.334,-0.149,-0.221,-0.074,0.013,-0.455,-0.232,0.094211933,-0.007954429,0.959720155,-0.00863895,,,,2,"glioma, melanoma",,TSG,Mis,protein-coding,1
286,COL28A1,ENSG00000215018,0.47,0.568965517,-0.118,0.736589616,-1.101,0.799467518,0.083,0.956481108,-0.122,0.943934699,-0.216,-0.275,-0.083,-0.195,-0.201,0.096,-0.183,-0.539,-0.538,-0.206,0.074,-0.045,-0.787,-0.708,0.921413629,-0.018981983,0.031649431,-0.025979544,,,,0,NA,NA,NA,NA,NA,0
287,CTAGE15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.024,-0.758,-0.853,-0.337,-0.774,-1.17,-0.468,-0.354,-1.026,-1.151,-0.763,-1.071,-1.322,-0.375,NA,NA,NA,NA,,,,0,NA,NA,NA,NA,NA,0
288,CTAGE8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.271,-1.982,-2.432,-0.998,-2.499,-2.262,-2.235,-0.978,-3.178,-3.369,-1.744,-1.798,-2.675,-1.451,NA,NA,NA,NA,,,,0,NA,NA,NA,NA,NA,0
289,CTTNBP2,ENSG00000077063,0.49,0.511867905,-0.077,0.898458935,-0.02,0.662446453,0.124,0.831867822,0.239,0.532344943,-0.161,-0.039,-0.008,0.15,0.256,0.302,0.239,-0.05,0.289,-0.055,-0.07,0.045,-0.297,-0.45,0.644996896,0.00073179,0.776117569,0.005832506,,,,0,NA,NA,NA,NA,NA,0
290,DGKI,ENSG00000157680,0.49,0.563829787,-0.583,0.946969695,-0.802,0.534891068,-0.557,0.906938619,-0.188,0.866312205,-0.448,-1.053,-1.138,-0.15,-0.887,-0.832,-0.467,-0.528,-1.13,-0.984,-0.143,-0.499,-0.624,-1.268,0.868552833,-0.005959234,0.430237447,-0.012838276,,,,0,NA,NA,NA,NA,NA,0
291,DNAH11,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375,0.278,0.108,0.008,0.062,-0.067,0.444,0.188,-0.043,0.333,0.005,0.065,0.47,-0.029,0.785233252,0.00748174,0.639680428,-0.003629334,,,,0,NA,NA,NA,NA,NA,0
292,DOCK4,ENSG00000128512,0.51,0.498977505,0.21,0.079339857,-0.064,0.717861241,0.245,0.533559193,0.141,0.605053729,-0.166,0.127,0.008,0.217,0.093,0.001,0.009,-0.175,0.154,-0.758,0.028,-0.511,0.168,0.075,0.242154152,-0.013894844,0.640930424,0.00521834,,,,0,NA,NA,NA,NA,NA,0
293,DPP6,ENSG00000130226,0.53,0.510344828,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,-0.581,-0.997,-0.556,-0.604,-0.984,-0.703,-0.277,-0.675,-0.857,-0.524,-0.351,-1.245,-0.733,0.256487761,-0.015278984,0.965272455,0.004641762,,,,0,NA,NA,NA,NA,NA,0
294,EIF3B,ENSG00000106263,0.07,0.012195122,-1.921,0.001547587,-2.779,0.0019254,-1.387,0.017963006,-1.148,0.209744397,-1.853,-3.917,-2.285,-1.729,-1.686,-1.213,-2.047,-2.319,-2.872,-2.314,-1.851,-2.617,-2.811,-2.917,0.649842773,0.006076535,0.001661109,-0.098413194,,,,0,NA,NA,NA,NA,NA,0
295,FAM115A,ENSG00000198420,0.5,0.49689441,0.156,0.711645807,-0.109,0.943847477,0.369,0.192418654,0.217,0.63453206,0.351,0.329,-0.088,0.005,-0.135,0.093,0.065,-0.442,0.3,-0.027,-0.016,-0.171,-0.044,0.105,0.664468841,-0.010771655,0.1410205,-0.03489555,,,,0,NA,NA,NA,NA,NA,0
296,FAM3C,ENSG00000196937,0.5,0.491525424,0.007,0.928043143,-0.316,0.797754093,0.331,0.409078143,0.244,0.628823014,0.126,0.05,0.314,0.462,0,-0.061,0.154,0.088,0.284,0.277,0.46,0.532,0.193,0.174,0.115675254,-0.016242114,0.685728616,0.002951152,,,,0,NA,NA,NA,NA,NA,0
297,FEZF1,ENSG00000128610,0.5,NA,0.178,0.535015737,0.365,0.198881409,0.055,0.969617906,0.206,0.58650972,-0.221,-0.068,-0.296,-0.201,-0.683,0.311,0.126,0.318,-0.157,0.108,-0.516,-0.385,-0.046,0.536,0.960366981,0.005681371,0.328610078,0.002598203,,,,0,NA,NA,NA,NA,NA,0
298,FOXK1,ENSG00000164916,0.45,0.3811749,-0.35,0.600408384,-0.854,0.713180219,0.035,0.977996605,-0.354,0.701900659,-0.576,-0.829,-1.456,-0.919,-0.393,0.051,-0.914,-0.853,-0.243,-0.301,-1.069,-0.919,-0.607,-1.38,0.076476502,0.013179671,0.008511386,-0.036415645,,,,0,NA,NA,NA,NA,NA,0
299,FZD1,ENSG00000157240,0.23,0.166666667,0.061,0.443367589,0.111,0.792716642,0.334,0.261450736,0.01,0.958896188,-0.141,0.51,0.049,-0.348,-0.044,-0.233,0.111,-0.33,0.087,-0.075,-0.625,0.028,0.499,-0.43,0.202667124,-0.016977211,0.736485146,0.008805798,,,,0,NA,NA,NA,NA,NA,0
300,FZD9,ENSG00000188763,NA,NA,-0.13,0.846383225,0.166,0.601026531,0.357,0.327236297,0.208,0.694331659,-0.319,-0.176,0.057,-0.59,-0.454,-0.475,-0.251,-0.347,-0.336,-0.028,-0.13,-0.56,-0.028,-0.656,0.579610938,0.004562229,0.594980266,0.000128188,,,,0,NA,NA,NA,NA,NA,0
301,GALNT11,ENSG00000178234,0.55,0.507109005,0.232,0.022100437,-0.349,0.450675916,0.297,0.367215574,0.033,0.864195916,-0.58,-0.487,-0.451,-0.348,-0.099,-0.178,-0.151,-0.594,-0.328,0.09,-0.691,-0.368,0.134,-0.106,0.934459499,-0.007224887,0.865293974,0.002796423,,,,0,NA,NA,NA,NA,NA,0
302,GARS,ENSG00000106105,0.07,0.06259542,-1.248,0.092551811,-2.125,0.001494282,-2.002,0.015413363,-1.194,0.027267573,-1.798,-2.191,-2.26,-1.311,-1.229,-1.971,-1.548,-1.236,-1.595,-2.369,-1.308,-1.764,-2.629,-2.51,0.144892945,-0.012704392,0.196963589,-0.01843178,,,,0,NA,NA,NA,NA,NA,0
303,GJC3,ENSG00000176402,0.43,0.454545455,-0.553,0.50872599,-0.205,0.681959032,-0.113,0.98287195,-0.045,0.824227833,-0.408,-0.493,-0.29,-0.267,-0.359,-0.558,-0.231,-0.555,-0.22,-0.899,-0.37,-0.523,-0.723,-0.757,0.585644941,0.013940818,0.978741149,-0.00724282,,,,0,NA,NA,NA,NA,NA,0
304,GLI3,ENSG00000106571,0.52,0.454545455,0.158,0.40310719,0.336,0.330176596,0.23,0.356548379,0.093,0.85227575,0.518,0.101,0.08,-0.264,0.187,0.162,0.267,0.401,-0.003,0.202,-0.003,0.044,0.265,-0.047,0.351411485,0.009371629,0.156069397,0.045027722,,,,0,NA,NA,NA,NA,NA,0
305,GNAT3,ENSG00000214415,NA,NA,0.009,0.797905964,0.212,0.176013,0.147,0.720931102,-0.077,0.999974701,-0.267,0.003,0.259,0.203,-0.162,-0.187,0.196,-0.014,0.375,0.046,-0.134,0.317,0.199,0.305,0.341649404,0.025742408,0.938831951,-0.005104213,,,,0,NA,NA,NA,NA,NA,0
306,GRID2IP,ENSG00000215045,0.49,0.542586751,-0.773,0.220749651,-0.662,0.976261011,-0.512,0.962685439,-0.324,0.94102669,-0.579,-1.246,-1.594,-0.512,-0.835,-0.75,-0.895,-0.949,-0.79,-0.824,-0.609,-1.002,-0.113,-0.79,0.299277452,-0.010998896,0.937441956,-0.012072561,,,,0,NA,NA,NA,NA,NA,0
307,GRM8,ENSG00000179603,0.51,0.491580663,-0.026,0.851069273,-0.198,0.797622678,0.371,0.311515691,-0.252,0.53965672,0.138,0.243,0.001,0.133,-0.029,0.068,0.016,-0.012,0.094,0.014,-0.849,0.159,-0.359,0.154,0.368954709,-0.006226018,0.40959521,0.009352605,,,,0,NA,NA,NA,NA,NA,0
308,GSAP,ENSG00000186088,0.52,0.503725782,0.183,0.2678961,-0.057,0.882738456,0.057,0.985870822,-0.104,0.853007584,-0.322,0.157,0.03,0.013,0.102,-0.151,0.065,-0.116,0.118,-0.035,0.319,0.354,-0.205,0.437,0.252333614,0.000922308,0.930883665,0.007800135,,,,0,NA,NA,NA,NA,NA,0
309,GTF2IRD2B,ENSG00000174428,0.48,0.446428571,-0.319,0.802359698,-0.262,0.686885722,-0.555,0.310494045,-0.289,0.999838223,-0.73,-0.155,-0.33,0.099,-0.537,-0.712,-0.294,-0.121,-0.183,-0.448,-0.652,-0.304,-0.145,-0.702,0.939356432,0.000323339,0.988963031,-0.03548208,,,,0,NA,NA,NA,NA,NA,0
310,HEATR2,ENSG00000164818,0.52,0.496161228,-0.332,0.592414945,-0.844,0.596074707,-0.15,0.823938668,-0.263,0.985875167,-1.28,-0.612,-1.946,-0.688,-1.031,-0.874,-0.702,-0.515,-1.216,-0.67,-0.653,-0.335,-0.803,-1.079,0.64899894,-0.021510848,0.971773584,0.017377108,,,,0,NA,NA,NA,NA,NA,0
311,HOXA3,ENSG00000105997,0.48,0.35,-0.201,0.608929637,-0.493,0.109445627,0.046,0.412802201,-0.046,0.71109139,-0.113,-0.142,-0.487,0.115,-0.303,-0.032,-0.269,-0.107,-0.525,-0.176,-0.443,-0.696,-0.832,-0.304,0.042917076,0.00049882,0.396978077,-0.055441619,,,,0,NA,NA,NA,NA,NA,0
312,HOXA9,ENSG00000078399,0.5,0.432432432,-0.055,0.789032426,0.097,0.399555172,0.202,0.82339731,-0.433,0.388732687,-1.256,-0.548,-1.13,-0.292,-0.441,-0.378,-1.105,-0.502,-0.556,-0.187,-0.074,-0.451,-0.333,-0.26,0.752081857,0.006758827,0.337481897,-0.010246293,,,,1,AML*,,"oncogene, TSG, fusion",T,NA,0
313,IQCE,ENSG00000106012,0.52,0.544262295,-0.423,0.775233116,-0.218,0.865685106,-0.438,0.886925601,-0.667,0.761774267,-0.679,-0.851,-0.455,-0.752,-1.07,-1.384,-0.546,-1.062,-0.957,-0.443,-0.712,-0.393,-0.954,-1.394,0.484322311,-0.015516285,0.642181439,-0.008081423,,,,0,NA,NA,NA,NA,NA,0
314,JHDM1D,ENSG00000006459,0.53,0.506024096,-0.131,0.982869709,-0.016,0.794018799,-0.204,0.772589899,-0.237,0.680922872,-0.654,-0.098,-0.078,-0.243,-0.154,-0.196,-0.01,-0.464,-0.289,-0.853,-0.243,-0.102,-0.285,-0.268,0.906065508,0.007383441,0.110085047,0.008162303,,,,0,NA,NA,NA,NA,NA,0
315,KLHL7,ENSG00000122550,0.5,0.475113122,-0.212,0.977412526,-0.617,0.564485503,0.071,0.957380229,-0.218,0.888817823,0.029,-0.414,-0.144,-0.509,-0.668,-0.634,-0.277,0.099,-0.564,-0.149,-0.483,-0.221,-0.963,-0.073,0.142723051,0.013379597,0.270525473,0.023102163,,,,0,NA,NA,NA,NA,NA,0
316,KPNA7,ENSG00000185467,0.44,0.396226415,-0.189,0.813528196,-0.695,0.222361096,-0.138,0.846919626,0.005,0.931334617,-1.017,-0.034,0.063,0.035,-0.826,-0.136,-0.559,-0.886,-0.448,-0.972,-0.103,-0.336,-0.79,-1.291,0.513726579,0.001696455,0.299235242,0.028174763,,,,0,NA,NA,NA,NA,NA,0
317,LAMB1,ENSG00000091136,0.5,0.472527473,-0.137,0.960294806,-0.405,0.746956761,0.259,0.537470287,-0.121,0.991393874,-0.076,-0.253,0.31,-0.158,0.292,0.149,0.047,-0.041,-0.165,-0.121,-0.707,-0.09,-0.343,0.107,0.216068685,-0.023350425,0.491622823,-0.078885653,,,,0,NA,NA,NA,NA,NA,0
318,LAMB4,,NA,NA,0.168,0.652149423,-0.154,0.789436832,0.172,0.826711125,-0.169,0.837640194,-0.063,-0.132,-0.001,0.008,0.14,0.06,0.009,-0.037,0.001,-0.174,0.428,-0.041,0.143,0.022,0.931895416,-0.005348515,0.264494011,-0.004702066,,,,0,NA,NA,NA,NA,NA,0
319,LANCL2,ENSG00000132434,0.51,0.484944532,-0.38,0.391752577,-0.381,0.847665178,-0.458,0.93936804,-0.444,0.738854288,-0.152,-0.083,-0.634,-0.274,-0.314,-0.588,-0.593,-0.382,-0.684,-0.496,-0.562,-0.242,-0.519,-0.736,0.916294049,-0.012626121,0.586334385,-0.016403421,,,,0,NA,NA,NA,NA,NA,0
320,LMOD2,ENSG00000170807,0.47,0,-0.281,0.635546814,-1.103,0.508744015,-0.246,0.998914283,-0.263,0.925064446,-0.398,-0.129,-1.237,-0.38,-0.573,-0.59,-0.229,-0.16,-0.694,-0.805,-0.52,-0.222,-1.198,-0.827,0.712157514,0.007145145,0.746608034,-0.017122348,,,,0,NA,NA,NA,NA,NA,0
321,LMTK2,ENSG00000164715,0.5,0.547511312,-0.119,0.876172106,-0.18,0.61751203,-0.074,0.930517834,0.302,0.326407376,-0.159,-0.183,0.077,-0.294,-0.144,-0.224,0.099,0.167,-0.375,-0.331,-0.125,-0.228,-0.036,-0.161,0.617894704,0.006961315,0.584332095,-0.003667001,,,,0,NA,NA,NA,NA,NA,0
322,LRGUK,ENSG00000155530,0.52,0.458333333,-0.108,0.870891692,-0.484,0.586182973,0.306,0.260724013,0.28,0.076248446,-0.515,0.03,-0.083,-0.098,0.077,0.087,-0.123,-0.182,-0.31,-0.035,-0.493,-0.477,-0.519,-0.343,0.492048508,-0.007567689,0.681024594,0.007740495,,,,0,NA,NA,NA,NA,NA,0
323,LRRC72,ENSG00000205858,0.51,0.544303797,0.337,0.313784126,0.102,0.306624581,0.255,0.601155471,0.02,0.716341674,0.458,0.019,0.241,0.085,-0.104,0.114,-0.072,-0.01,0.11,0.215,0.254,0.091,-0.372,0.2,0.669586632,0.00979796,0.27716521,-4.13E-05,,,,0,NA,NA,NA,NA,NA,0
324,MAD1L1,ENSG00000002822,0.49,0.520906149,-0.526,0.456090639,-1.141,0.448866532,-0.875,0.16035359,-0.908,0.198347466,-0.952,-0.63,-1.22,-0.989,-1.228,-0.928,-1.354,-1.458,-1.222,-2.231,-1.041,-1.805,-1.987,-1.231,0.839575143,-0.011251139,0.084723764,-0.040095496,,,,0,NA,NA,NA,NA,protein-coding,1
325,MAGI2,ENSG00000187391,0.5,0.471927162,-0.158,0.997251139,-0.528,0.849655012,-0.168,0.978993571,-0.04,0.705759066,-0.265,0.253,0.104,-0.071,-0.088,-0.216,-0.02,0.279,0.114,-0.027,-0.153,-0.035,-0.363,0.064,0.793584978,0.004049498,0.083106366,-0.027910388,,,,0,NA,NA,NA,NA,NA,0
326,MET,ENSG00000105976,0.51,0.52,0.285,0.259535584,0.216,0.159445532,0.14,0.543028256,-0.025,0.98493728,0.11,0.462,0.377,-0.347,-0.045,0.217,-0.101,-0.102,0.369,-0.292,-0.384,0.044,0.011,-0.058,0.57041587,-0.01316887,0.921858578,-0.006120302,,,,1,"papillary renal, head-neck squamous cell",papillary renal,oncogene,Mis,NA,0
327,MGAM,ENSG00000257335,0.5,0.411764706,0.101,0.474793687,-0.416,0.32699304,0.075,0.900725314,0.135,0.749599355,0.126,-0.109,0.114,-0.063,0.116,-0.144,-0.097,-0.24,-0.041,-0.603,-0.365,0.018,-0.452,0.047,0.083815965,0.007689876,0.359509219,-0.003960863,,,,0,NA,NA,NA,NA,NA,0
328,MICALL2,ENSG00000164877,0.49,0.46031746,-0.669,0.505159429,-1.059,0.545700045,-0.409,0.85801896,-1.485,0.034680389,-0.684,-0.276,-1.328,-0.501,-0.348,-1.667,-2.128,-0.669,-1.495,-0.632,-0.535,-0.735,-1.176,-0.803,0.136903778,-0.022901675,0.152114218,-0.012925836,,,,0,NA,NA,NA,NA,NA,0
329,MIOS,ENSG00000164654,0.47,0.369905956,-1.202,0.007401784,0.398,0.292269685,-0.952,0.012536796,-0.881,0.026948814,-0.765,-2.465,-1.401,-1.528,-0.242,-0.949,-1.075,-1.349,-1.063,-1.959,-0.303,-0.684,-0.92,-1.693,0.098437199,-0.009045808,0.018309751,-0.103883673,,,,0,NA,NA,NA,NA,NA,0
330,MKLN1,ENSG00000128585,0.46,0.436053593,-0.543,0.064891557,0.058,0.755193027,-0.244,0.884329571,-0.197,0.851199846,-0.628,0.193,0.061,-0.332,-0.063,-0.249,0.565,-0.232,-0.133,-0.648,-0.112,-0.223,-0.952,-0.446,0.904904127,0.00381523,0.77188096,-0.01859938,,,,0,NA,NA,NA,NA,NA,0
331,MLXIPL,ENSG00000009950,0.53,0.511627907,-0.131,0.492174755,-0.648,0.922666578,-0.056,0.862916738,0.203,0.606152239,-0.759,-0.303,-0.641,-0.137,0.041,-0.674,-0.168,-0.366,-0.395,-0.298,-0.199,-0.55,-0.778,-0.512,0.924906132,0.002460583,0.212653797,-0.037556796,,,,0,NA,NA,NA,NA,NA,0
332,MTERF,ENSG00000127989,0.48,0.481617647,0.181,0.274907609,0.259,0.550657367,-0.235,0.630899802,0.123,0.836722789,-0.334,0.192,0.759,0.242,0.31,0.578,0.317,0.009,0.181,-0.11,0.436,0.349,0.266,0.049,0.368486178,-0.004170258,0.002637936,-0.027185941,,,,0,NA,NA,NA,NA,NA,0
333,MTRNR2L6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097,-0.227,0.325,0.112,0.022,-0.109,0.227,0.172,0.213,-0.324,-0.139,-0.034,-0.195,0.123,0.065734718,-0.038340512,0.259908484,-0.004404046,,,,0,NA,NA,NA,NA,NA,0
334,MUC12,ENSG00000205277,0.48,0.50617284,0.177,0.42109946,-0.74,0.985122274,0.227,0.663203573,-0.133,0.931717549,-0.055,0.166,-0.239,0.128,-0.076,0.014,0.037,-0.043,-0.204,-0.293,-0.266,0.032,0.108,-0.347,0.387193579,0.016072391,0.02549305,-0.087455567,,,,0,NA,NA,NA,NA,NA,0
335,MUC17,ENSG00000169876,0.48,0.588235294,0.121,0.306512838,-0.25,0.621511783,-0.079,0.916695868,0.032,0.653602737,-0.24,-0.137,-0.329,-0.335,-0.073,-0.055,0.019,-0.146,-0.163,-0.003,-0.128,0.14,-0.552,0.083,0.551257364,0.009493089,0.226206264,-0.007686511,,,,0,NA,NA,NA,NA,NA,0
336,MYO1G,ENSG00000136286,0.41,0.510175106,-0.134,0.947857167,-1.825,0.084138696,-0.495,0.556995518,-0.687,0.492071159,-0.21,-0.497,-2.193,-0.614,-0.255,-0.288,-0.74,0.104,-0.653,-0.499,-0.603,-0.478,-0.658,-0.566,0.478662103,-0.001959403,0.888251913,-0.024720165,,,,0,NA,NA,NA,NA,NA,0
337,NAPEPLD,ENSG00000161048,0.53,0.530368764,0.072,0.588400068,0.091,0.520465929,0.206,0.56882106,0.356,0.217615111,0.079,0.105,0.33,0.454,0.131,0.33,0.269,0.027,0.345,-0.142,0.108,0.086,0.493,0.209,0.639956356,-0.003781755,0.278583879,-0.007788845,,,,0,NA,NA,NA,NA,protein-coding,1
338,NOS3,ENSG00000164867,0.51,0.52265861,-0.086,0.724546402,-0.737,0.323854295,0.012,0.821449737,-0.17,0.905951024,-0.256,-0.103,-0.515,-0.028,-0.26,-0.358,-0.005,-0.281,-0.433,-0.559,-0.817,-0.134,0.013,-0.003,0.686540263,-0.009091018,0.637183505,0.000209826,,,,0,NA,NA,NA,NA,NA,0
339,NPC1L1,ENSG00000015520,0.46,0.470588235,-0.237,0.907082733,-0.38,0.942525067,-0.126,0.867917697,-0.065,0.989043063,-0.334,-0.265,-0.5,-0.099,-0.053,-0.693,-0.344,-0.339,-0.32,-0.068,-0.349,-0.256,-0.773,-0.15,0.706265947,-0.004358295,0.755003612,-0.013360411,,,,0,NA,NA,NA,NA,NA,0
340,NRCAM,ENSG00000091129,0.51,0.488188976,-0.079,0.565551883,-0.466,0.946839353,-0.095,0.886925601,-0.008,0.775427483,-0.137,-0.133,-0.015,0.041,-0.073,-0.084,-0.11,-0.399,-0.119,-0.64,-0.083,-0.339,0.217,-0.39,0.388321244,-0.009908146,0.149054615,-0.032826336,,,,0,NA,NA,NA,NA,protein-coding,1
341,NUB1,,NA,NA,-0.108,0.784564364,0.043,0.681959032,0.005,0.886889017,0.143,0.787330426,-0.19,0.031,0.303,-0.203,-0.056,0.309,-0.057,-0.35,-0.108,-0.068,-0.08,-0.475,0.304,0.139,0.794941573,0.005170805,0.355834337,-0.022624242,,,,0,NA,NA,NA,NA,NA,0
342,NUPR1L,ENSG00000185290,NA,NA,-0.185,0.999390065,0.272,0.404290898,0.144,0.808444297,-0.226,0.905245428,0.338,0.208,-0.032,-0.142,-0.508,-0.12,0.357,0.034,-0.454,-0.022,-0.04,0.291,-0.212,0.179,0.88449933,0.022265467,0.559772202,-0.044180911,,,,0,NA,NA,NA,NA,NA,0
343,NYAP1,ENSG00000166924,0.5,0.468879668,-1.22,0.115175551,-1.213,0.216286914,-0.458,0.930729691,-0.869,0.649676003,-0.836,-1.182,-1.673,-0.459,-0.927,-1.072,-1.174,-0.994,-1.166,-1.601,-0.675,-0.728,-1.577,-1.153,0.595156395,0.016437512,0.612648691,-0.011528304,,,,0,NA,NA,NA,NA,NA,0
344,OGDH,ENSG00000105953,0.11,0.027083333,-2.623,0.000106112,-3.631,0.000190841,-3.549,3.85E-05,-2.108,0.001484174,-3.73,-4.147,-3.632,-2.347,-2.225,-3.473,-3.023,-2.16,-3.583,-2.802,-2.543,-2.553,-4.814,-4.025,0.901421214,-0.000460609,0.014195895,-0.242355735,,,,0,NA,NA,NA,NA,NA,0
345,ORC5,ENSG00000164815,0.08,0.021276596,-0.529,0.629406857,0.04,0.796324376,-0.49,0.406044111,-0.059,0.997200089,-0.615,-1.023,-0.542,-0.559,0,-0.02,-0.277,-0.495,-0.64,-0.605,-0.029,-0.959,-0.223,-1.1,0.975091635,-0.001265819,1.90E-06,-0.332851007,,,,0,NA,NA,NA,NA,NA,0
346,OSBPL3,ENSG00000070882,0.49,0.493820527,0.035,0.710148073,-0.13,0.677308062,0.09,0.951210423,0.016,0.998844103,0.12,-0.011,-0.198,0.105,-0.331,-0.283,-0.02,-0.14,-0.126,0.131,-0.026,-0.068,-0.197,-0.019,0.31779861,-0.005274134,0.279877858,-0.011118985,,,,0,NA,NA,NA,NA,NA,0
347,PAPOLB,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.357,-0.092,0.023,0.173,-0.066,0.223,-0.256,-0.196,-0.039,0.191,-0.514,-0.813,0.095,-0.109,0.008186324,-0.018909627,0.04235753,-0.00948151,,,,0,NA,NA,NA,NA,NA,0
